"date","clock_in","clock_out","code","notes","tags"
2021-08-26,"07:56:00","08:17:00","NVO","",""
2021-08-26,"08:17:00","09:38:00","NVO","check last month's payments","done"
2021-08-26,"09:38:00","10:31:00","BIZ","phone call",""
2021-08-26,"10:31:00","10:55:00","AMZN","setup books","fixed"
2021-08-26,"10:55:00","11:10:00","XOM","emails","done"
2021-08-26,"11:10:00","13:43:00","UNH","balance sheets",""
2021-08-26,"13:43:00","14:01:00","JNJ","",""
2021-08-26,"14:01:00","14:09:00","WMT","emails",""
2021-08-26,"14:09:00","14:36:00","CVX","",""
2021-08-26,"14:36:00","14:58:00","BIZ","",""
2021-08-26,"14:58:00","16:20:00","GOOG","phone call",""
2021-08-26,"16:20:00","17:20:00","CVX","setup books","fixed"
2021-08-26,"17:20:00","17:51:00","BIZ","setup books","redo"
2021-08-26,"17:51:00","17:55:00","TSLA","emails","fixed"
2021-08-26,"17:55:00","18:05:00","AAPL","emails","fixed"
2021-08-26,"18:05:00","21:07:00","META","price quotes","done"
2021-08-26,"21:07:00","21:51:00","WMT","prep for mtg",""
2021-08-26,"21:51:00","22:51:00","PG","setup books","done"
2021-08-26,"22:51:00","23:06:00","BIZ","emails",""
2021-08-26,"23:06:00","23:14:00","TSM","emails","done"
2021-08-26,"23:14:00","23:41:00","AAPL","",""
2021-08-27,"07:12:00","08:03:00","BIZ","phone call","done"
2021-08-27,"08:03:00","08:06:00","TSM","",""
2021-08-27,"08:06:00","09:12:00","PG","balance sheets",""
2021-08-27,"09:12:00","09:25:00","NVDA","emails",""
2021-08-27,"09:25:00","09:43:00","MSFT","",""
2021-08-27,"09:43:00","10:24:00","PFE","setup books","done"
2021-08-27,"10:24:00","10:49:00","UNH","setup books","done"
2021-08-27,"10:49:00","11:32:00","PFE","setup books","fixed"
2021-08-27,"11:32:00","13:17:00","UNH","crosscheck w bank statements",""
2021-08-27,"13:17:00","13:44:00","AMZN","",""
2021-08-27,"13:44:00","16:24:00","BIZ","discuss issues",""
2021-08-27,"16:24:00","17:24:00","BIZ","setup books",""
2021-08-27,"17:24:00","18:19:00","NVO","prep for mtg",""
2021-08-27,"18:19:00","19:24:00","AAPL","phone call",""
2021-08-27,"19:24:00","19:45:00","GOOG","",""
2021-08-29,"08:15:00","09:02:00","TSLA","phone call",""
2021-08-29,"09:02:00","09:21:00","XOM","",""
2021-08-29,"09:21:00","09:40:00","BIZ","",""
2021-08-29,"09:40:00","10:12:00","WMT","prep for mtg","done"
2021-08-29,"10:12:00","10:39:00","NVO","",""
2021-08-29,"10:39:00","10:42:00","JPM","",""
2021-08-29,"10:42:00","10:57:00","WMT","emails","asap"
2021-08-29,"10:57:00","11:10:00","MSFT","emails",""
2021-08-29,"11:10:00","11:13:00","TSM","",""
2021-08-29,"11:13:00","11:25:00","MSFT","emails","asap"
2021-08-29,"11:25:00","11:55:00","JNJ","",""
2021-08-31,"06:55:00","07:07:00","MSFT","emails",""
2021-08-31,"07:07:00","07:57:00","META","prep for mtg",""
2021-08-31,"07:57:00","08:57:00","TSM","setup books","done"
2021-08-31,"08:57:00","09:00:00","PG","",""
2021-08-31,"09:00:00","09:15:00","NVO","emails","done"
2021-08-31,"09:15:00","09:19:00","BIZ","",""
2021-08-31,"09:19:00","09:57:00","JNJ","prep for mtg","redo"
2021-08-31,"09:57:00","10:18:00","WMT","",""
2021-08-31,"10:18:00","10:26:00","BRK/B","emails",""
2021-08-31,"10:26:00","10:39:00","GOOG","emails",""
2021-08-31,"10:39:00","10:58:00","NVO","",""
2021-08-31,"10:58:00","11:43:00","CVX","setup books",""
2021-08-31,"11:43:00","12:21:00","META","prep for mtg",""
2021-08-31,"12:21:00","13:02:00","AAPL","setup books",""
2021-08-31,"13:02:00","15:03:00","PG","price quotes","redo"
2021-08-31,"15:03:00","15:14:00","NVO","emails",""
2021-08-31,"15:14:00","15:24:00","TSLA","emails",""
2021-08-31,"15:24:00","18:50:00","AAPL","planning session","done"
2021-09-01,"07:30:00","08:20:00","PG","prep for mtg","done"
2021-09-01,"08:20:00","10:33:00","WMT","discuss issues","redo"
2021-09-01,"10:33:00","10:55:00","NVDA","",""
2021-09-01,"10:55:00","11:40:00","BIZ","setup books","fixed"
2021-09-01,"11:40:00","12:02:00","BRK/B","",""
2021-09-01,"12:02:00","12:45:00","MSFT","setup books","fixed"
2021-09-01,"12:45:00","12:49:00","UNH","",""
2021-09-01,"12:49:00","12:53:00","PFE","",""
2021-09-01,"12:53:00","14:15:00","TSM","phone call","asap"
2021-09-01,"14:15:00","14:48:00","MSFT","prep for mtg",""
2021-09-01,"14:48:00","15:27:00","NVO","prep for mtg","done"
2021-09-01,"15:27:00","16:43:00","BIZ","crosscheck w bank statements","done"
2021-09-02,"08:52:00","09:13:00","TSLA","",""
2021-09-02,"09:13:00","09:46:00","BIZ","prep for mtg",""
2021-09-02,"09:46:00","10:47:00","PFE","prep for mtg","fixed"
2021-09-02,"10:47:00","11:06:00","TSLA","",""
2021-09-02,"11:06:00","11:14:00","NVO","emails",""
2021-09-02,"11:14:00","13:06:00","WMT","price quotes","done"
2021-09-02,"13:06:00","13:16:00","AMZN","emails",""
2021-09-02,"13:16:00","13:32:00","TSLA","",""
2021-09-02,"13:32:00","13:48:00","TSLA","",""
2021-09-02,"13:48:00","13:56:00","META","emails","redo"
2021-09-02,"13:56:00","15:06:00","META","phone call","redo"
2021-09-03,"07:55:00","08:05:00","BIZ","emails","done"
2021-09-03,"08:05:00","08:41:00","GOOG","setup books","asap"
2021-09-03,"08:41:00","08:51:00","BRK/B","emails",""
2021-09-03,"08:51:00","09:22:00","TSLA","setup books","asap"
2021-09-03,"09:22:00","09:25:00","UNH","",""
2021-09-03,"09:25:00","09:54:00","NVO","setup books",""
2021-09-03,"09:54:00","10:03:00","HD","",""
2021-09-03,"10:03:00","10:07:00","BIZ","",""
2021-09-03,"10:07:00","10:26:00","NVDA","",""
2021-09-03,"10:26:00","10:55:00","UNH","setup books","asap"
2021-09-03,"10:55:00","11:02:00","NVO","emails",""
2021-09-03,"11:02:00","11:38:00","GOOG","setup books",""
2021-09-03,"11:38:00","11:45:00","NVDA","emails","asap"
2021-09-03,"11:45:00","12:30:00","MSFT","setup books",""
2021-09-04,"08:55:00","09:03:00","PG","emails","redo"
2021-09-04,"09:03:00","09:36:00","TSLA","prep for mtg","fixed"
2021-09-04,"09:36:00","09:41:00","MSFT","emails","done"
2021-09-04,"09:41:00","09:48:00","PG","emails","redo"
2021-09-04,"09:48:00","10:08:00","BIZ","",""
2021-09-04,"10:08:00","10:17:00","BRK/B","",""
2021-09-04,"10:17:00","10:31:00","BIZ","",""
2021-09-04,"10:31:00","11:28:00","AAPL","phone call","redo"
2021-09-04,"11:28:00","12:17:00","WMT","prep for mtg","redo"
2021-09-04,"12:17:00","13:18:00","BIZ","prep for mtg",""
2021-09-04,"13:18:00","13:42:00","TSLA","setup books",""
2021-09-04,"13:42:00","15:06:00","PG","price quotes","redo"
2021-09-04,"15:06:00","15:19:00","META","emails","redo"
2021-09-04,"15:19:00","16:31:00","PG","check last month's payments",""
2021-09-06,"08:00:00","08:15:00","MSFT","emails",""
2021-09-06,"08:15:00","08:19:00","PFE","",""
2021-09-06,"08:19:00","09:18:00","BIZ","phone call",""
2021-09-06,"09:18:00","09:30:00","NVDA","emails",""
2021-09-06,"09:30:00","11:15:00","META","crosscheck w bank statements",""
2021-09-06,"11:15:00","11:53:00","XOM","prep for mtg",""
2021-09-06,"11:53:00","12:46:00","TSLA","phone call","done"
2021-09-06,"12:46:00","13:20:00","TSLA","prep for mtg","redo"
2021-09-06,"13:20:00","13:30:00","BIZ","emails",""
2021-09-11,"07:43:00","07:54:00","WMT","emails","redo"
2021-09-11,"07:54:00","09:29:00","MSFT","phone call","fixed"
2021-09-11,"09:29:00","09:43:00","PG","",""
2021-09-11,"09:43:00","10:44:00","XOM","prep for mtg",""
2021-09-11,"10:44:00","10:57:00","MSFT","emails","done"
2021-09-11,"10:57:00","11:24:00","WMT","",""
2021-09-15,"08:15:00","08:36:00","PFE","",""
2021-09-15,"08:36:00","08:49:00","WMT","emails",""
2021-09-15,"08:49:00","09:17:00","GOOG","setup books",""
2021-09-15,"09:17:00","09:25:00","PG","emails",""
2021-09-15,"09:25:00","09:33:00","PFE","emails","done"
2021-09-15,"09:33:00","10:37:00","CVX","prep for mtg",""
2021-09-15,"10:37:00","10:47:00","TSLA","emails","done"
2021-09-15,"10:47:00","11:15:00","PG","setup books","done"
2021-09-15,"11:15:00","11:27:00","NVO","emails","redo"
2021-09-15,"11:27:00","14:58:00","TSLA","planning session","done"
2021-09-15,"14:58:00","15:17:00","BIZ","",""
2021-09-15,"15:17:00","15:42:00","GOOG","setup books","asap"
2021-09-15,"15:42:00","15:49:00","META","emails",""
2021-09-15,"15:49:00","16:19:00","AAPL","",""
2021-09-15,"16:19:00","16:31:00","XOM","emails",""
2021-09-15,"16:31:00","17:03:00","GOOG","prep for mtg",""
2021-09-16,"08:47:00","09:29:00","PFE","prep for mtg",""
2021-09-16,"09:29:00","10:50:00","AMZN","check last month's payments",""
2021-09-16,"10:50:00","11:06:00","UNH","",""
2021-09-16,"11:06:00","12:42:00","PFE","check last month's payments",""
2021-09-16,"12:42:00","13:09:00","JNJ","",""
2021-09-16,"13:09:00","13:28:00","NVDA","",""
2021-09-16,"13:28:00","15:04:00","NVO","check last month's payments","redo"
2021-09-16,"15:04:00","16:21:00","GOOG","crosscheck w bank statements","done"
2021-09-16,"16:21:00","16:39:00","PG","",""
2021-09-16,"16:39:00","17:16:00","WMT","setup books","done"
2021-09-16,"17:16:00","17:21:00","TSM","emails",""
2021-09-16,"17:21:00","18:18:00","BIZ","phone call",""
2021-09-16,"18:18:00","18:38:00","PG","",""
2021-09-17,"08:10:00","09:11:00","AAPL","prep for mtg",""
2021-09-17,"09:11:00","10:19:00","BIZ","phone call",""
2021-09-17,"10:19:00","11:08:00","BIZ","prep for mtg",""
2021-09-17,"11:08:00","11:13:00","BRK/B","emails",""
2021-09-17,"11:13:00","11:19:00","PG","emails",""
2021-09-17,"11:19:00","11:26:00","NVO","emails",""
2021-09-18,"06:25:00","06:46:00","TSLA","",""
2021-09-18,"06:46:00","07:13:00","AMZN","",""
2021-09-18,"07:13:00","07:38:00","NVDA","setup books",""
2021-09-20,"08:03:00","08:32:00","UNH","setup books","done"
2021-09-20,"08:32:00","08:51:00","GOOG","",""
2021-09-20,"08:51:00","09:09:00","META","",""
2021-09-20,"09:09:00","09:28:00","META","",""
2021-09-20,"09:28:00","10:14:00","UNH","prep for mtg",""
2021-09-20,"10:14:00","12:58:00","TSLA","discuss issues","done"
2021-09-21,"07:50:00","08:11:00","MSFT","",""
2021-09-21,"08:11:00","09:28:00","XOM","crosscheck w bank statements",""
2021-09-21,"09:28:00","09:33:00","XOM","emails",""
2021-09-21,"09:33:00","10:05:00","PG","prep for mtg",""
2021-09-21,"10:05:00","10:39:00","AAPL","prep for mtg",""
2021-09-21,"10:39:00","12:06:00","AMZN","price quotes",""
2021-09-21,"12:06:00","12:10:00","NVDA","emails",""
2021-09-21,"12:10:00","12:14:00","BRK/B","",""
2021-09-21,"12:14:00","13:09:00","CVX","prep for mtg","done"
2021-09-21,"13:09:00","13:49:00","META","setup books","redo"
2021-09-21,"13:49:00","14:20:00","PFE","setup books",""
2021-09-21,"14:20:00","14:56:00","MSFT","setup books",""
2021-09-24,"07:53:00","07:58:00","META","emails","fixed"
2021-09-24,"07:58:00","08:11:00","BIZ","emails","done"
2021-09-24,"08:11:00","09:19:00","BIZ","phone call",""
2021-09-24,"09:19:00","09:39:00","META","",""
2021-09-24,"09:39:00","10:10:00","META","setup books","asap"
2021-09-24,"10:10:00","10:54:00","AAPL","prep for mtg",""
2021-09-24,"10:54:00","11:08:00","BIZ","",""
2021-09-24,"11:08:00","11:12:00","PG","",""
2021-09-24,"11:12:00","11:27:00","HD","emails","done"
2021-09-26,"09:22:00","09:44:00","TSLA","",""
2021-09-26,"09:44:00","10:01:00","TSLA","",""
2021-09-26,"10:01:00","10:16:00","NVDA","emails",""
2021-09-26,"10:16:00","10:20:00","TSM","",""
2021-09-26,"10:20:00","11:10:00","WMT","prep for mtg",""
2021-09-26,"11:10:00","11:26:00","NVDA","",""
2021-09-26,"11:26:00","11:42:00","MSFT","",""
2021-09-26,"11:42:00","12:00:00","AAPL","",""
2021-09-26,"12:00:00","13:21:00","PG","check last month's payments","done"
2021-09-26,"13:21:00","13:27:00","META","emails",""
2021-09-26,"13:27:00","14:31:00","CVX","prep for mtg","fixed"
2021-09-27,"07:25:00","07:43:00","AMZN","",""
2021-09-27,"07:43:00","09:18:00","BIZ","phone call",""
2021-09-27,"09:18:00","09:29:00","NVO","emails","redo"
2021-09-27,"09:29:00","09:37:00","TSLA","emails",""
2021-09-27,"09:37:00","09:45:00","MSFT","emails","fixed"
2021-09-27,"09:45:00","09:52:00","PFE","emails","redo"
2021-09-27,"09:52:00","09:55:00","TSLA","",""
2021-09-27,"09:55:00","10:10:00","NVO","emails",""
2021-09-27,"10:10:00","10:45:00","PFE","prep for mtg",""
2021-10-01,"06:30:00","06:36:00","MA","emails",""
2021-10-01,"06:36:00","07:06:00","AMZN","",""
2021-10-01,"07:06:00","08:05:00","MSFT","phone call",""
2021-10-01,"08:05:00","08:44:00","AMZN","prep for mtg","redo"
2021-10-01,"08:44:00","09:04:00","BIZ","",""
2021-10-01,"09:04:00","09:25:00","XOM","setup books",""
2021-10-01,"09:25:00","09:43:00","HD","",""
2021-10-02,"08:22:00","09:25:00","BIZ","prep for mtg","fixed"
2021-10-02,"09:25:00","09:28:00","BIZ","",""
2021-10-02,"09:28:00","09:49:00","WMT","",""
2021-10-02,"09:49:00","10:09:00","MA","",""
2021-10-02,"10:09:00","11:53:00","MSFT","check last month's payments",""
2021-10-02,"11:53:00","12:02:00","AAPL","",""
2021-10-02,"12:02:00","12:33:00","MSFT","setup books","asap"
2021-10-02,"12:33:00","12:43:00","GOOG","emails",""
2021-10-02,"12:43:00","14:13:00","HD","balance sheets",""
2021-10-05,"12:04:00","12:16:00","TSLA","setup books","redo"
2021-10-05,"12:16:00","12:31:00","META","check last month's payments",""
2021-10-05,"12:31:00","12:46:00","TSLA","",""
2021-10-05,"12:46:00","12:56:00","GOOG","discuss issues","redo"
2021-10-06,"08:19:00","08:31:00","BIZ","emails","done"
2021-10-06,"08:31:00","09:21:00","WMT","prep for mtg",""
2021-10-06,"09:21:00","10:34:00","BIZ","phone call",""
2021-10-06,"10:34:00","10:54:00","PG","",""
2021-10-06,"10:54:00","11:01:00","BIZ","emails",""
2021-10-06,"11:01:00","12:30:00","JNJ","check last month's payments","done"
2021-10-06,"12:30:00","12:45:00","NVO","emails",""
2021-10-07,"08:00:00","08:13:00","CVX","emails",""
2021-10-07,"08:13:00","08:19:00","TSLA","emails",""
2021-10-07,"08:19:00","08:40:00","TSM","",""
2021-10-07,"08:40:00","09:56:00","NVO","crosscheck w bank statements","fixed"
2021-10-07,"09:56:00","10:05:00","MA","",""
2021-10-07,"10:05:00","10:19:00","META","",""
2021-10-09,"07:30:00","07:33:00","NVDA","",""
2021-10-09,"07:33:00","07:43:00","CVX","emails",""
2021-10-09,"07:43:00","08:14:00","TSLA","setup books",""
2021-10-09,"08:14:00","08:41:00","META","",""
2021-10-10,"07:35:00","08:00:00","BIZ","setup books",""
2021-10-10,"08:00:00","08:12:00","MSFT","emails",""
2021-10-10,"08:12:00","09:15:00","TSLA","prep for mtg",""
2021-10-10,"09:15:00","09:22:00","NVDA","emails",""
2021-10-10,"09:22:00","09:40:00","PFE","",""
2021-10-10,"09:40:00","10:19:00","AMZN","prep for mtg",""
2021-10-10,"10:19:00","10:30:00","NVO","emails",""
2021-10-11,"07:47:00","07:52:00","PFE","emails",""
2021-10-14,"08:25:00","09:38:00","NVDA","phone call","done"
2021-10-14,"09:38:00","09:52:00","BRK/A","",""
2021-10-14,"09:52:00","10:07:00","WMT","emails","asap"
2021-10-14,"10:07:00","10:34:00","JNJ","",""
2021-10-14,"10:34:00","11:37:00","AAPL","prep for mtg",""
2021-10-14,"11:37:00","12:08:00","PFE","setup books","redo"
2021-10-14,"12:08:00","12:13:00","XOM","emails",""
2021-10-14,"12:13:00","13:47:00","BRK/A","check last month's payments",""
2021-10-14,"13:47:00","14:08:00","TSM","",""
2021-10-14,"14:08:00","14:11:00","AMZN","",""
2021-10-14,"14:11:00","14:26:00","PFE","emails","done"
2021-10-14,"14:26:00","15:15:00","TSM","prep for mtg","done"
2021-10-14,"15:15:00","15:50:00","TSM","prep for mtg","done"
2021-10-14,"15:50:00","16:05:00","CVX","emails","done"
2021-10-14,"16:05:00","16:35:00","TSLA","",""
2021-10-15,"07:00:00","07:38:00","TSLA","prep for mtg",""
2021-10-15,"07:38:00","08:01:00","NVDA","prep for mtg",""
2021-10-19,"08:30:00","08:36:00","META","emails","done"
2021-10-19,"08:36:00","08:41:00","TSM","emails",""
2021-10-20,"08:22:00","09:10:00","META","phone call","done"
2021-10-20,"09:10:00","10:14:00","MSFT","prep for mtg",""
2021-10-20,"10:14:00","10:28:00","XOM","",""
2021-10-20,"10:28:00","10:49:00","META","",""
2021-10-20,"10:49:00","11:24:00","BIZ","prep for mtg",""
2021-10-20,"11:24:00","11:42:00","PFE","",""
2021-10-21,"06:09:00","06:54:00","NVDA","setup books","fixed"
2021-10-21,"06:54:00","07:03:00","MSFT","",""
2021-10-21,"07:03:00","07:21:00","TSM","",""
2021-10-21,"07:21:00","07:33:00","PG","emails","done"
2021-10-21,"07:33:00","07:49:00","AAPL","",""
2021-10-21,"07:49:00","09:38:00","WMT","discuss issues",""
2021-10-21,"09:38:00","10:23:00","AAPL","setup books",""
2021-10-24,"07:58:00","09:06:00","XOM","phone call",""
2021-10-24,"09:06:00","10:29:00","BIZ","balance sheets",""
2021-10-24,"10:29:00","11:58:00","NVDA","check last month's payments",""
2021-10-24,"11:58:00","12:12:00","AMZN","",""
2021-10-24,"12:12:00","12:59:00","NVO","phone call",""
2021-10-24,"12:59:00","13:14:00","TSLA","emails",""
2021-10-26,"06:22:00","06:50:00","JPM","setup books",""
2021-10-26,"06:50:00","07:07:00","BIZ","",""
2021-10-26,"07:07:00","07:34:00","XOM","",""
2021-10-26,"07:34:00","09:57:00","MSFT","planning session","redo"
2021-10-26,"09:57:00","10:15:00","PG","",""
2021-10-26,"10:15:00","10:22:00","WMT","emails","redo"
2021-10-26,"10:22:00","10:32:00","BIZ","emails","asap"
2021-10-26,"10:32:00","10:39:00","TSLA","emails",""
2021-10-26,"10:39:00","11:25:00","BIZ","prep for mtg","asap"
2021-10-27,"07:27:00","07:31:00","NVDA","",""
2021-10-27,"07:31:00","08:01:00","BRK/B","",""
2021-10-27,"08:01:00","08:48:00","MSFT","phone call",""
2021-10-27,"08:48:00","08:53:00","BIZ","emails","done"
2021-10-27,"08:53:00","10:34:00","CVX","balance sheets",""
2021-10-27,"10:34:00","10:51:00","NVO","",""
2021-10-27,"10:51:00","10:58:00","XOM","emails",""
2021-10-27,"10:58:00","11:09:00","AMZN","emails",""
2021-10-27,"11:09:00","12:46:00","NVDA","planning session",""
2021-10-27,"12:46:00","13:35:00","BIZ","prep for mtg",""
2021-10-27,"13:35:00","13:45:00","WMT","emails","fixed"
2021-10-29,"07:13:00","07:28:00","BRK/B","emails","asap"
2021-10-29,"07:28:00","07:45:00","BRK/A","",""
2021-10-29,"07:45:00","08:39:00","BIZ","phone call","asap"
2021-10-29,"08:39:00","09:59:00","BIZ","crosscheck w bank statements","redo"
2021-10-29,"09:59:00","10:28:00","AAPL","setup books",""
2021-10-29,"10:28:00","10:46:00","BIZ","",""
2021-10-29,"10:46:00","10:59:00","JPM","emails",""
2021-10-30,"06:26:00","06:31:00","NVDA","emails",""
2021-10-30,"06:31:00","07:43:00","BIZ","check last month's payments","fixed"
2021-10-30,"07:43:00","07:52:00","GOOG","",""
2021-10-30,"07:52:00","08:02:00","MSFT","emails","asap"
2021-10-30,"08:02:00","08:20:00","WMT","",""
2021-10-30,"08:20:00","09:26:00","PG","balance sheets","redo"
2021-10-30,"09:26:00","09:33:00","TSLA","emails",""
2021-10-30,"09:33:00","10:34:00","TSM","prep for mtg",""
2021-10-30,"10:34:00","11:53:00","XOM","crosscheck w bank statements",""
2021-10-30,"11:53:00","11:59:00","TSLA","emails",""
2021-10-30,"11:59:00","13:34:00","PFE","phone call",""
2021-10-31,"08:46:00","09:12:00","WMT","setup books","asap"
2021-10-31,"09:12:00","09:22:00","AAPL","emails","done"
2021-10-31,"09:22:00","09:48:00","XOM","setup books",""
2021-10-31,"09:48:00","10:38:00","HD","prep for mtg","redo"
2021-10-31,"10:38:00","11:53:00","TSLA","prep for mtg","redo"
2021-10-31,"11:53:00","12:11:00","CVX","",""
2021-10-31,"12:11:00","12:19:00","BIZ","emails",""
2021-10-31,"12:19:00","12:39:00","META","",""
2021-11-01,"06:10:00","06:23:00","GOOG","emails",""
2021-11-01,"06:23:00","06:53:00","NVO","",""
2021-11-01,"06:53:00","06:57:00","NVO","emails","asap"
2021-11-01,"06:57:00","07:14:00","PG","",""
2021-11-01,"07:14:00","07:31:00","NVDA","",""
2021-11-01,"07:31:00","07:50:00","AAPL","",""
2021-11-01,"07:50:00","08:00:00","NVDA","emails",""
2021-11-02,"07:53:00","08:11:00","TSLA","",""
2021-11-02,"08:11:00","08:16:00","PG","emails","asap"
2021-11-02,"08:16:00","08:32:00","BIZ","",""
2021-11-02,"08:32:00","08:38:00","NVO","emails","redo"
2021-11-02,"08:38:00","09:04:00","MSFT","setup books",""
2021-11-02,"09:04:00","09:47:00","WMT","setup books",""
2021-11-02,"09:47:00","10:06:00","NVO","",""
2021-11-02,"10:06:00","10:36:00","MA","",""
2021-11-02,"10:36:00","11:02:00","GOOG","setup books","fixed"
2021-11-02,"11:02:00","11:21:00","NVDA","",""
2021-11-03,"07:50:00","08:15:00","XOM","setup books",""
2021-11-03,"08:15:00","08:20:00","PFE","emails","fixed"
2021-11-03,"08:20:00","09:00:00","AMZN","setup books","asap"
2021-11-03,"09:00:00","09:09:00","XOM","",""
2021-11-03,"09:09:00","09:18:00","BRK/B","",""
2021-11-03,"09:18:00","09:25:00","MA","emails",""
2021-11-03,"09:25:00","09:37:00","XOM","emails","done"
2021-11-03,"09:37:00","09:54:00","TSLA","",""
2021-11-03,"09:54:00","10:57:00","PFE","prep for mtg",""
2021-11-04,"08:04:00","09:34:00","WMT","balance sheets",""
2021-11-04,"09:34:00","13:00:00","BIZ","planning session","done"
2021-11-04,"13:00:00","13:11:00","UNH","emails","done"
2021-11-04,"13:11:00","13:19:00","JNJ","emails","done"
2021-11-04,"13:19:00","13:32:00","BIZ","emails",""
2021-11-04,"13:32:00","13:34:00","XOM","phone call","redo"
2021-11-04,"13:34:00","13:51:00","GOOG","",""
2021-11-05,"07:05:00","08:07:00","AAPL","phone call","asap"
2021-11-05,"08:07:00","09:10:00","BIZ","prep for mtg",""
2021-11-05,"09:10:00","09:21:00","GOOG","emails","done"
2021-11-05,"09:21:00","09:36:00","PG","emails",""
2021-11-05,"09:36:00","09:58:00","PG","",""
2021-11-05,"09:58:00","10:14:00","BRK/A","",""
2021-11-06,"07:24:00","07:39:00","AAPL","emails",""
2021-11-06,"07:39:00","08:17:00","GOOG","prep for mtg",""
2021-11-06,"08:17:00","08:23:00","BRK/B","emails","fixed"
2021-11-06,"08:23:00","08:38:00","PG","emails","done"
2021-11-06,"08:38:00","11:25:00","AMZN","planning session",""
2021-11-06,"11:25:00","11:33:00","WMT","emails",""
2021-11-06,"11:33:00","12:10:00","META","setup books","asap"
2021-11-06,"12:10:00","12:14:00","TSM","emails","done"
2021-11-06,"12:14:00","12:45:00","TSM","setup books",""
2021-11-06,"12:45:00","13:20:00","BIZ","prep for mtg",""
2021-11-06,"13:20:00","13:40:00","PFE","",""
2021-11-06,"13:40:00","14:13:00","META","prep for mtg",""
2021-11-06,"14:13:00","15:07:00","XOM","phone call","done"
2021-11-06,"15:07:00","16:36:00","TSLA","check last month's payments",""
2021-11-08,"08:43:00","09:10:00","META","",""
2021-11-08,"09:10:00","09:26:00","NVDA","",""
2021-11-08,"09:26:00","10:38:00","AMZN","check last month's payments",""
2021-11-08,"10:38:00","10:57:00","JNJ","",""
2021-11-08,"10:57:00","11:01:00","TSLA","",""
2021-11-08,"11:01:00","11:09:00","BIZ","emails","done"
2021-11-08,"11:09:00","11:42:00","NVDA","prep for mtg",""
2021-11-08,"11:42:00","11:52:00","TSLA","emails",""
2021-11-08,"11:52:00","11:55:00","TSLA","",""
2021-11-08,"11:55:00","13:29:00","WMT","check last month's payments","asap"
2021-11-08,"13:29:00","14:05:00","WMT","setup books",""
2021-11-08,"14:05:00","14:12:00","TSLA","emails","redo"
2021-11-08,"14:12:00","15:15:00","MSFT","prep for mtg","redo"
2021-11-08,"15:15:00","15:40:00","XOM","setup books",""
2021-11-08,"15:40:00","16:13:00","AMZN","prep for mtg",""
2021-11-09,"08:01:00","08:06:00","MSFT","emails","done"
2021-11-09,"08:06:00","08:15:00","CVX","",""
2021-11-09,"08:15:00","08:23:00","MSFT","emails",""
2021-11-09,"08:23:00","08:48:00","AMZN","setup books",""
2021-11-09,"08:48:00","10:15:00","XOM","price quotes",""
2021-11-09,"10:15:00","10:21:00","TSLA","emails",""
2021-11-09,"10:21:00","10:31:00","BIZ","emails",""
2021-11-09,"10:31:00","10:44:00","UNH","emails",""
2021-11-09,"10:44:00","11:57:00","XOM","phone call",""
2021-11-09,"11:57:00","12:01:00","BIZ","",""
2021-11-09,"12:01:00","13:05:00","TSLA","prep for mtg",""
2021-11-09,"13:05:00","13:10:00","AMZN","emails",""
2021-11-09,"13:10:00","13:37:00","MSFT","",""
2021-11-09,"13:37:00","14:21:00","BRK/B","prep for mtg",""
2021-11-09,"14:21:00","14:28:00","CVX","emails",""
2021-11-10,"07:00:00","07:12:00","AMZN","emails","done"
2021-11-10,"07:12:00","07:26:00","MSFT","",""
2021-11-16,"08:11:00","08:23:00","TSLA","emails","done"
2021-11-16,"08:23:00","08:41:00","NVO","",""
2021-11-16,"08:41:00","08:48:00","TSLA","emails",""
2021-11-16,"08:48:00","09:28:00","NVDA","setup books","asap"
2021-11-16,"09:28:00","10:18:00","AAPL","prep for mtg",""
2021-11-16,"10:18:00","10:47:00","WMT","setup books",""
2021-11-16,"10:47:00","11:03:00","NVDA","",""
2021-11-16,"11:03:00","11:18:00","BIZ","emails","fixed"
2021-11-16,"11:18:00","13:14:00","PFE","crosscheck w bank statements",""
2021-11-16,"13:14:00","13:36:00","BIZ","",""
2021-11-16,"13:36:00","14:25:00","PG","prep for mtg","asap"
2021-11-16,"14:25:00","14:51:00","CVX","setup books","fixed"
2021-11-16,"14:51:00","15:13:00","BRK/A","",""
2021-11-17,"06:45:00","07:27:00","UNH","prep for mtg","fixed"
2021-11-17,"07:27:00","07:39:00","BIZ","emails","fixed"
2021-11-18,"07:15:00","07:18:00","AMZN","",""
2021-11-18,"07:18:00","07:43:00","BIZ","setup books",""
2021-11-19,"07:45:00","07:49:00","UNH","",""
2021-11-19,"07:49:00","08:17:00","TSLA","setup books",""
2021-11-19,"08:17:00","08:45:00","BIZ","setup books",""
2021-11-19,"08:45:00","08:55:00","BIZ","emails","redo"
2021-11-20,"08:56:00","09:35:00","TSM","prep for mtg",""
2021-11-20,"09:35:00","11:43:00","BIZ","price quotes","redo"
2021-11-20,"11:43:00","13:19:00","PFE","check last month's payments",""
2021-11-20,"13:19:00","13:25:00","PG","emails",""
2021-11-20,"13:25:00","13:43:00","MSFT","",""
2021-11-20,"13:43:00","14:32:00","BRK/B","prep for mtg",""
2021-11-20,"14:32:00","14:40:00","AMZN","emails",""
